Country Name;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
New Zealand;3857700;3880500;3948500;4027200;4087500;4133900;4184600;4223800;4259800;4302600;4350700;4384000;4408100;4442100;4516500;4609400;4714100;4813600;4900600;4979200;5090200;5122600;5127100
